"*metacsv_format_file*"
"dataset_name",""
"source_file_name",""
"project_name",""
"description",""
"keywords",""
"data_source",""
"r_script_source",""
"file_creation_date",""
"last_modified_date",""
"version_number",""
"version_history",""
"editor_name_history",""
"data_collection_start_date",""
"data_collection_end_date",""
"data_collection_location",""
"data_entered_by",""
"data_contributor",""
"data_owner",""
"data_point_of_contact",""
"archive_link",""
"how_to_cite",""
"acknowledgements",""
"***"
"variable_name","variable_long_name","units","description","data_type","format","missing_value_indicator","instrument","variable_min","variable_max"
"Date","","","","","","","","",""
"Initials","","","","","","","","",""
"Moats","","","","","","","","",""
"Fed","","","","","","","","",""
"Algae/EZ larva","","","","","","","","",""
"Artemia","","","","","","","","",""
"Artemia Counts (Avg/mL)","","","","","","","","",""
"Cleaned","","","","","","","","",""
"Morts","","","","","","","","",""
"Survival rate","","","","","","","","",""
"Overall survival rate","","","","","","","","",""
"Molts","","","","","","","","",""
"Estimated live","","","","","","","","",""
"Estimated survival","","","","","","","","",""
"Notes","","","","","","","","",""
"DateOfPresPOSIX","","","","","","","","",""
"Day","","","","","","","","",""
"###"
"Date","Initials","Moats","Fed","Algae/EZ larva","Artemia","Artemia Counts (Avg/mL)","Cleaned","Morts","Survival rate","Overall survival rate","Molts","Estimated live","Estimated survival","Notes","DateOfPresPOSIX","Day"
2019-09-26,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,14
2019-09-30,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",4,0.952941176470588,0.952941176470588,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",5,0.9375,0.9375,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",19,0.7625,0.7625,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",4,0.95,0.95,"x",NA,NA,NA,2019-09-12,18
2019-09-30,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,18
2019-10-03,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,1.0375,0.976470588235294,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.976470588235294,0.976470588235294,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",4,0.95,0.95,"x",NA,NA,NA,2019-09-12,21
2019-10-03,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,21
2019-10-07,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",4,0.95,0.95,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,25
2019-10-07,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,25
2019-10-10,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,28
2019-10-10,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,28
2019-10-14,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,32
2019-10-14,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,32
2019-10-17,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.976470588235294,0.976470588235294,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,35
2019-10-17,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,35
2019-10-21,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-21,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,39
2019-10-24,"DP/KR",1,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",2,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.988235294117647,0.988235294117647,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",3,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",4,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",5,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",6,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",7,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",8,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",10,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",2,0.975,0.975,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",11,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",12,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",4,0.95,0.95,"x",NA,NA,NA,2019-09-12,42
2019-10-24,"DP/KR",13,"x","5.25mL IA, 5 mL EZL",NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,42
2019-10-27,"KR",1,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",2,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",3,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",4,NA,NA,NA,NA,"x",3,0.9625,0.9625,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",5,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",6,NA,NA,NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",7,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",8,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",10,NA,NA,NA,NA,"x",0,1,1,NA,NA,NA,NA,2019-09-12,45
2019-10-27,"KR",11,NA,NA,NA,NA,"x",0,1,1,NA,NA,NA,NA,2019-09-12,45
2019-10-27,"KR",12,NA,NA,NA,NA,"x",1,0.9875,0.9875,"x",NA,NA,NA,2019-09-12,45
2019-10-27,"KR",13,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,2019-09-12,45
2019-10-28,"KR",1,NA,NA,NA,NA,"x",0,1,1,"x",NA,NA,NA,2019-09-12,46
